store_id,model_id,eol_status,current_stock,forecast_units,excess_units,price,excess_inventory_value,transfer_destination,transfer_demand_gap,hold_cost,transfer_cost,markdown_rate,markdown_loss,markdown_recovery,recommended_action,recommended_cost,reason
BLR06,MOD053,post_successor,4.0,0.8242741071428572,3.175725892857143,88500.0,281051.7415178571,BLR04,0.9461768750000001,11242.069660714285,1746.6492410714286,0.3,84315.52245535713,196736.2190625,TRANSFER,1746.6492410714286,"TRANSFER 3 units to BLR04: destination has 0.9 units of demand gap; transfer cost is ₹1,747, below the estimated markdown loss of ₹84,316."
BLR04,MOD044,post_successor,4.0,0.8297745535714286,3.1702254464285713,36500.0,115713.22879464286,HOS01,0.6473458333333334,4628.529151785714,1743.6239955357141,0.3,34713.96863839286,80999.26015625,TRANSFER,1743.6239955357141,"TRANSFER 3 units to HOS01: destination has 0.6 units of demand gap; transfer cost is ₹1,744, below the estimated markdown loss of ₹34,714."
HUB01,MOD004,post_successor,8.0,2.635745454545454,5.364254545454546,8000.0,42914.03636363637,BLR02,0.46045366883116867,1716.5614545454548,2950.3400000000006,0.3,12874.21090909091,30039.82545454546,HOLD,1716.5614545454548,"HOLD 5 units: estimated carrying/opportunity cost is ₹1,717, lower than available liquidation alternatives."
KAL01,MOD023,post_successor,4.0,0.832153125,3.167846875,13500.0,42765.9328125,BEL01,0.37616666666666665,1710.6373125000002,1742.3157812499999,0.3,12829.77984375,29936.15296875,HOLD,1710.6373125000002,"HOLD 3 units: estimated carrying/opportunity cost is ₹1,711, lower than available liquidation alternatives."
BLR02,MOD026,post_successor,4.0,0.9228361607142856,3.0771638392857144,25000.0,76929.09598214286,BLR01,0.8357705357142857,3077.1638392857144,1692.4401116071429,0.3,23078.728794642855,53850.3671875,TRANSFER,1692.4401116071429,"TRANSFER 3 units to BLR01: destination has 0.8 units of demand gap; transfer cost is ₹1,692, below the estimated markdown loss of ₹23,079."
BLR07,MOD034,post_successor,4.0,0.9255120535714285,3.0744879464285715,28000.0,86085.6625,MYS01,0.4537125,3443.4265000000005,1690.9683705357143,0.3,25825.69875,60259.96375000001,TRANSFER,1690.9683705357143,"TRANSFER 3 units to MYS01: destination has 0.5 units of demand gap; transfer cost is ₹1,691, below the estimated markdown loss of ₹25,826."
HUB02,MOD016,post_successor,4.0,0.9545455882352942,3.0454544117647058,14000.0,42636.36176470588,BLR07,0.8825798214285716,1705.4544705882352,1674.9999264705882,0.3,12790.908529411763,29845.453235294117,TRANSFER,1674.9999264705882,"TRANSFER 3 units to BLR07: destination has 0.9 units of demand gap; transfer cost is ₹1,675, below the estimated markdown loss of ₹12,791."
TUM01,MOD022,post_successor,5.0,1.8301124999999998,3.1698875,13000.0,41208.537500000006,BLR06,0.48583410714285713,1648.3415000000002,1743.4381250000001,0.3,12362.56125,28845.976250000007,HOLD,1648.3415000000002,"HOLD 3 units: estimated carrying/opportunity cost is ₹1,648, lower than available liquidation alternatives."
BLR04,MOD052,post_successor,4.0,1.0705553571428572,2.929444642857143,85000.0,249002.79464285713,SHI01,0.5274184821428572,9960.111785714285,1611.1945535714285,0.3,74700.83839285714,174301.95625,TRANSFER,1611.1945535714285,"TRANSFER 3 units to SHI01: destination has 0.5 units of demand gap; transfer cost is ₹1,611, below the estimated markdown loss of ₹74,701."
KOP01,MOD022,post_successor,4.0,0.9221424107142859,3.0778575892857143,13000.0,40012.14866071429,BLR06,0.48583410714285713,1600.4859464285714,1692.8216741071428,0.3,12003.644598214285,28008.504062500004,HOLD,1600.4859464285714,"HOLD 3 units: estimated carrying/opportunity cost is ₹1,600, lower than available liquidation alternatives."
MYS02,MOD031,post_successor,4.0,1.0908596153846155,2.9091403846153847,26000.0,75637.65000000001,CHI01,0.7522826785714285,3025.5060000000003,1600.0272115384616,0.3,22691.295000000002,52946.35500000001,TRANSFER,1600.0272115384616,"TRANSFER 3 units to CHI01: destination has 0.8 units of demand gap; transfer cost is ₹1,600, below the estimated markdown loss of ₹22,691."
BLR01,MOD031,post_successor,4.0,1.1052428571428572,2.894757142857143,26000.0,75263.68571428572,CHI01,0.7522826785714285,3010.547428571429,1592.1164285714285,0.3,22579.105714285713,52684.58,TRANSFER,1592.1164285714285,"TRANSFER 3 units to CHI01: destination has 0.8 units of demand gap; transfer cost is ₹1,592, below the estimated markdown loss of ₹22,579."
BLR08,MOD013,post_successor,4.0,0.7448397321428571,3.2551602678571427,12000.0,39061.923214285714,UDU01,0.5251885714285714,1562.4769285714285,1790.3381473214286,0.3,11718.576964285714,27343.346250000002,HOLD,1562.4769285714285,"HOLD 3 units: estimated carrying/opportunity cost is ₹1,562, lower than available liquidation alternatives."
HUB01,MOD003,post_successor,7.0,1.7918751623376619,5.208124837662338,7500.0,39060.93628246754,BLR03,0.35000000000000003,1562.4374512987017,2864.468660714286,0.3,11718.280884740261,27342.655397727278,HOLD,1562.4374512987017,"HOLD 5 units: estimated carrying/opportunity cost is ₹1,562, lower than available liquidation alternatives."
MYS02,MOD005,post_successor,8.0,2.0638157608695655,5.9361842391304345,6500.0,38585.197554347826,HOS01,0.8836690178571429,1543.407902173913,3264.901331521739,0.3,11575.559266304348,27009.638288043476,HOLD,1543.407902173913,"HOLD 6 units: estimated carrying/opportunity cost is ₹1,543, lower than available liquidation alternatives."
BLR04,MOD046,post_successor,5.0,2.2196531250000002,2.7803468749999998,50000.0,139017.34375,MYS01,0.5664865178571428,5560.69375,1529.1907812499999,0.3,41705.203125,97312.140625,TRANSFER,1529.1907812499999,"TRANSFER 3 units to MYS01: destination has 0.6 units of demand gap; transfer cost is ₹1,529, below the estimated markdown loss of ₹41,705."
TUM01,MOD025,post_successor,4.0,1.3164173076923078,2.6835826923076924,24000.0,64405.984615384616,KOP01,0.5733017857142857,2576.2393846153846,1475.9704807692308,0.3,19321.795384615383,45084.18923076923,TRANSFER,1475.9704807692308,"TRANSFER 3 units to KOP01: destination has 0.6 units of demand gap; transfer cost is ₹1,476, below the estimated markdown loss of ₹19,322."
TUM02,MOD004,post_successor,6.0,1.4333595779220778,4.566640422077922,8000.0,36533.12337662338,BLR02,0.46045366883116867,1461.324935064935,2511.6522321428574,0.3,10959.937012987013,25573.186363636363,HOLD,1461.324935064935,"HOLD 5 units: estimated carrying/opportunity cost is ₹1,461, lower than available liquidation alternatives."
UDU01,MOD016,post_successor,4.0,1.4030598214285717,2.5969401785714283,14000.0,36357.1625,BLR07,0.8825798214285716,1454.2865,1428.3170982142856,0.3,10907.148749999998,25450.01375,TRANSFER,1428.3170982142856,"TRANSFER 3 units to BLR07: destination has 0.9 units of demand gap; transfer cost is ₹1,428, below the estimated markdown loss of ₹10,907."
TUM01,MOD031,post_successor,4.0,1.4106415178571428,2.589358482142857,26000.0,67323.32053571429,CHI01,0.7522826785714285,2692.9328214285715,1424.1471651785714,0.3,20196.996160714287,47126.324375,TRANSFER,1424.1471651785714,"TRANSFER 3 units to CHI01: destination has 0.8 units of demand gap; transfer cost is ₹1,424, below the estimated markdown loss of ₹20,197."
SHI01,MOD011,post_successor,6.0,1.6073691964285712,4.3926308035714285,8000.0,35141.046428571426,BLR03,0.613314642857143,1405.6418571428571,2415.9469419642855,0.3,10542.313928571428,24598.7325,HOLD,1405.6418571428571,"HOLD 4 units: estimated carrying/opportunity cost is ₹1,406, lower than available liquidation alternatives."
TUM01,MOD013,post_successor,5.0,2.144026666666667,2.855973333333333,12000.0,34271.67999999999,UDU01,0.5251885714285714,1370.8671999999997,1570.7853333333333,0.3,10281.503999999997,23990.175999999996,HOLD,1370.8671999999997,"HOLD 3 units: estimated carrying/opportunity cost is ₹1,371, lower than available liquidation alternatives."
MAN01,MOD032,post_successor,5.0,2.5238129464285715,2.4761870535714285,27000.0,66857.05044642858,KAL01,0.5660504464285714,2674.2820178571433,1361.9028794642857,0.3,20057.11513392857,46799.935312500005,TRANSFER,1361.9028794642857,"TRANSFER 2 units to KAL01: destination has 0.6 units of demand gap; transfer cost is ₹1,362, below the estimated markdown loss of ₹20,057."
KOP01,MOD017,post_successor,4.0,1.52416875,2.4758312499999997,14500.0,35899.553125,TUM02,0.41681491071428567,1435.982125,1361.7071875,0.3,10769.865937499999,25129.6871875,TRANSFER,1361.7071875,"TRANSFER 2 units to TUM02: destination has 0.4 units of demand gap; transfer cost is ₹1,362, below the estimated markdown loss of ₹10,770."
HOS01,MOD004,post_successor,9.0,4.758613246753247,4.241386753246753,8000.0,33931.094025974024,BLR02,0.46045366883116867,1357.2437610389609,2332.7627142857145,0.3,10179.328207792207,23751.76581818182,HOLD,1357.2437610389609,"HOLD 4 units: estimated carrying/opportunity cost is ₹1,357, lower than available liquidation alternatives."
BLR08,MOD016,post_successor,3.0,0.5323044642857143,2.467695535714286,14000.0,34547.7375,BLR07,0.8825798214285716,1381.9095000000002,1357.2325446428572,0.3,10364.32125,24183.416250000002,TRANSFER,1357.2325446428572,"TRANSFER 2 units to BLR07: destination has 0.9 units of demand gap; transfer cost is ₹1,357, below the estimated markdown loss of ₹10,364."
BLR06,MOD038,post_successor,3.0,0.5456839285714286,2.4543160714285714,33500.0,82219.58839285714,HOS01,0.925769732142857,3288.783535714286,1349.8738392857142,0.3,24665.87651785714,57553.711875,TRANSFER,1349.8738392857142,"TRANSFER 2 units to HOS01: destination has 0.9 units of demand gap; transfer cost is ₹1,350, below the estimated markdown loss of ₹24,666."
BLR02,MOD013,post_successor,4.0,1.2136000000000002,2.7863999999999995,12000.0,33436.799999999996,UDU01,0.5251885714285714,1337.4719999999998,1532.5199999999998,0.3,10031.039999999999,23405.759999999995,HOLD,1337.4719999999998,"HOLD 3 units: estimated carrying/opportunity cost is ₹1,337, lower than available liquidation alternatives."
HOS01,MOD035,post_successor,3.0,0.568875,2.4311249999999998,29000.0,70502.625,DAV02,0.4237722321428572,2820.105,1337.1187499999999,0.3,21150.7875,49351.8375,TRANSFER,1337.1187499999999,"TRANSFER 2 units to DAV02: destination has 0.4 units of demand gap; transfer cost is ₹1,337, below the estimated markdown loss of ₹21,151."
BLR01,MOD025,post_successor,5.0,2.5714119047619044,2.4285880952380956,24000.0,58286.11428571429,KOP01,0.5733017857142857,2331.4445714285716,1335.7234523809525,0.3,17485.834285714285,40800.280000000006,TRANSFER,1335.7234523809525,"TRANSFER 2 units to KOP01: destination has 0.6 units of demand gap; transfer cost is ₹1,336, below the estimated markdown loss of ₹17,486."
BLR08,MOD052,post_successor,4.0,1.5776172321428572,2.422382767857143,85000.0,205902.53526785717,SHI01,0.5274184821428572,8236.101410714287,1332.3105223214286,0.3,61770.76058035715,144131.77468750003,TRANSFER,1332.3105223214286,"TRANSFER 2 units to SHI01: destination has 0.5 units of demand gap; transfer cost is ₹1,332, below the estimated markdown loss of ₹61,771."
BLR06,MOD032,post_successor,3.0,0.5835924107142858,2.416407589285714,27000.0,65243.00491071428,KAL01,0.5660504464285714,2609.720196428571,1329.0241741071427,0.3,19572.901473214282,45670.103437499994,TRANSFER,1329.0241741071427,"TRANSFER 2 units to KAL01: destination has 0.6 units of demand gap; transfer cost is ₹1,329, below the estimated markdown loss of ₹19,573."
BLR07,MOD050,post_successor,3.0,0.618940625,2.381059375,43500.0,103576.0828125,BLR05,0.3880936607142858,4143.0433125,1309.58265625,0.3,31072.824843749997,72503.25796875,TRANSFER,1309.58265625,"TRANSFER 2 units to BLR05: destination has 0.4 units of demand gap; transfer cost is ₹1,310, below the estimated markdown loss of ₹31,073."
CHI01,MOD002,post_successor,6.0,1.637695982142857,4.362304017857143,7500.0,32717.280133928576,DAV01,0.4020975,1308.691205357143,2399.267209821429,0.3,9815.184040178572,22902.096093750006,HOLD,1308.691205357143,"HOLD 4 units: estimated carrying/opportunity cost is ₹1,309, lower than available liquidation alternatives."
MYS02,MOD040,post_successor,3.0,0.6236041666666665,2.3763958333333335,35000.0,83173.85416666667,TUM01,0.5706589285714286,3326.954166666667,1307.0177083333333,0.3,24952.15625,58221.69791666667,TRANSFER,1307.0177083333333,"TRANSFER 2 units to TUM01: destination has 0.6 units of demand gap; transfer cost is ₹1,307, below the estimated markdown loss of ₹24,952."
KAL01,MOD019,post_successor,4.0,1.0333901785714286,2.9666098214285714,11000.0,32632.708035714284,BLR02,0.5594267857142857,1305.3083214285714,1631.6354017857143,0.3,9789.812410714285,22842.895624999997,HOLD,1305.3083214285714,"HOLD 3 units: estimated carrying/opportunity cost is ₹1,305, lower than available liquidation alternatives."
SHI01,MOD017,post_successor,3.0,0.6312133928571428,2.368786607142857,14500.0,34347.405803571426,TUM02,0.41681491071428567,1373.8962321428571,1302.8326339285713,0.3,10304.221741071427,24043.184062499997,TRANSFER,1302.8326339285713,"TRANSFER 2 units to TUM02: destination has 0.4 units of demand gap; transfer cost is ₹1,303, below the estimated markdown loss of ₹10,304."
DAV02,MOD017,post_successor,3.0,0.6325458333333333,2.3674541666666666,14500.0,34328.08541666667,TUM02,0.41681491071428567,1373.1234166666668,1302.0997916666668,0.3,10298.425625,24029.65979166667,TRANSFER,1302.0997916666668,"TRANSFER 2 units to TUM02: destination has 0.4 units of demand gap; transfer cost is ₹1,302, below the estimated markdown loss of ₹10,298."
CHI01,MOD013,post_successor,4.0,1.3121480769230771,2.6878519230769227,12000.0,32254.223076923074,UDU01,0.5251885714285714,1290.168923076923,1478.3185576923074,0.3,9676.266923076922,22577.95615384615,HOLD,1290.168923076923,"HOLD 3 units: estimated carrying/opportunity cost is ₹1,290, lower than available liquidation alternatives."
BLR02,MOD003,post_successor,7.0,2.712724675324675,4.287275324675325,7500.0,32154.564935064936,BLR03,0.35000000000000003,1286.1825974025976,2358.0014285714287,0.3,9646.369480519481,22508.195454545457,HOLD,1286.1825974025976,"HOLD 4 units: estimated carrying/opportunity cost is ₹1,286, lower than available liquidation alternatives."
BEL01,MOD037,post_successor,3.0,0.6790160714285715,2.3209839285714287,32000.0,74271.48571428572,TUM01,0.4394410714285715,2970.859428571429,1276.5411607142858,0.3,22281.445714285717,51990.04000000001,TRANSFER,1276.5411607142858,"TRANSFER 2 units to TUM01: destination has 0.4 units of demand gap; transfer cost is ₹1,277, below the estimated markdown loss of ₹22,281."
KAL01,MOD016,post_successor,3.0,0.6954843749999999,2.304515625,14000.0,32263.21875,BLR07,0.8825798214285716,1290.52875,1267.48359375,0.3,9678.965624999999,22584.253125000003,TRANSFER,1267.48359375,"TRANSFER 2 units to BLR07: destination has 0.9 units of demand gap; transfer cost is ₹1,267, below the estimated markdown loss of ₹9,679."
BLR07,MOD052,post_successor,3.0,0.70693125,2.2930687499999998,85000.0,194910.84374999997,SHI01,0.5274184821428572,7796.433749999999,1261.1878124999998,0.3,58473.25312499999,136437.59062499998,TRANSFER,1261.1878124999998,"TRANSFER 2 units to SHI01: destination has 0.5 units of demand gap; transfer cost is ₹1,261, below the estimated markdown loss of ₹58,473."
BLR04,MOD016,post_successor,3.0,0.7281897321428571,2.271810267857143,14000.0,31805.343750000004,BLR07,0.8825798214285716,1272.2137500000001,1249.4956473214286,0.3,9541.603125000001,22263.740625000002,TRANSFER,1249.4956473214286,"TRANSFER 2 units to BLR07: destination has 0.9 units of demand gap; transfer cost is ₹1,249, below the estimated markdown loss of ₹9,542."
BLR08,MOD035,post_successor,3.0,0.7332441964285714,2.266755803571429,29000.0,65735.91830357144,DAV02,0.4237722321428572,2629.4367321428576,1246.715691964286,0.3,19720.775491071432,46015.14281250001,TRANSFER,1246.715691964286,"TRANSFER 2 units to DAV02: destination has 0.4 units of demand gap; transfer cost is ₹1,247, below the estimated markdown loss of ₹19,721."
BLR05,MOD034,post_successor,4.0,1.734028125,2.265971875,28000.0,63447.2125,MYS01,0.4537125,2537.8885,1246.2845312499999,0.3,19034.16375,44413.04875,TRANSFER,1246.2845312499999,"TRANSFER 2 units to MYS01: destination has 0.5 units of demand gap; transfer cost is ₹1,246, below the estimated markdown loss of ₹19,034."
UDU01,MOD040,post_successor,3.0,0.7430558035714285,2.2569441964285715,35000.0,78993.046875,TUM01,0.5706589285714286,3159.721875,1241.3193080357144,0.3,23697.9140625,55295.1328125,TRANSFER,1241.3193080357144,"TRANSFER 2 units to TUM01: destination has 0.6 units of demand gap; transfer cost is ₹1,241, below the estimated markdown loss of ₹23,698."
BLR05,MOD022,post_successor,3.0,0.62645625,2.37354375,13000.0,30856.068750000002,BLR06,0.48583410714285713,1234.2427500000001,1305.4490625,0.3,9256.820625,21599.248125000002,HOLD,1234.2427500000001,"HOLD 2 units: estimated carrying/opportunity cost is ₹1,234, lower than available liquidation alternatives."
HUB01,MOD023,post_successor,3.0,0.7231352678571429,2.2768647321428572,13500.0,30737.67388392857,BEL01,0.37616666666666665,1229.506955357143,1252.2756026785714,0.3,9221.302165178571,21516.37171875,HOLD,1229.506955357143,"HOLD 2 units: estimated carrying/opportunity cost is ₹1,230, lower than available liquidation alternatives."
BLR03,MOD025,post_successor,3.0,0.7653549107142859,2.2346450892857144,24000.0,53631.482142857145,KOP01,0.5733017857142857,2145.259285714286,1229.0547991071428,0.3,16089.444642857143,37542.037500000006,TRANSFER,1229.0547991071428,"TRANSFER 2 units to KOP01: destination has 0.6 units of demand gap; transfer cost is ₹1,229, below the estimated markdown loss of ₹16,089."
BLR06,MOD044,post_successor,3.0,0.7659495535714287,2.2340504464285713,36500.0,81542.84129464286,HOS01,0.6473458333333334,3261.7136517857143,1228.7277455357141,0.3,24462.852388392857,57079.98890625,TRANSFER,1228.7277455357141,"TRANSFER 2 units to HOS01: destination has 0.6 units of demand gap; transfer cost is ₹1,229, below the estimated markdown loss of ₹24,463."
HUB02,MOD022,post_successor,3.0,0.6438495535714286,2.3561504464285714,13000.0,30629.95580357143,BLR06,0.48583410714285713,1225.1982321428573,1295.8827455357143,0.3,9188.986741071429,21440.9690625,HOLD,1225.1982321428573,"HOLD 2 units: estimated carrying/opportunity cost is ₹1,225, lower than available liquidation alternatives."
BLR07,MOD040,post_successor,3.0,0.7961772321428571,2.203822767857143,35000.0,77133.796875,TUM01,0.5706589285714286,3085.3518750000003,1212.1025223214285,0.3,23140.1390625,53993.6578125,TRANSFER,1212.1025223214285,"TRANSFER 2 units to TUM01: destination has 0.6 units of demand gap; transfer cost is ₹1,212, below the estimated markdown loss of ₹23,140."
MYS01,MOD004,post_successor,5.0,1.2599509090909091,3.740049090909091,8000.0,29920.392727272727,BLR02,0.46045366883116867,1196.8157090909092,2057.027,0.3,8976.117818181818,20944.27490909091,HOLD,1196.8157090909092,"HOLD 4 units: estimated carrying/opportunity cost is ₹1,197, lower than available liquidation alternatives."
HUB01,MOD025,post_successor,4.0,1.827684375,2.172315625,24000.0,52135.575,KOP01,0.5733017857142857,2085.423,1194.77359375,0.3,15640.672499999999,36494.9025,TRANSFER,1194.77359375,"TRANSFER 2 units to KOP01: destination has 0.6 units of demand gap; transfer cost is ₹1,195, below the estimated markdown loss of ₹15,641."
HUB01,MOD013,post_successor,4.0,1.5123749999999998,2.4876250000000004,12000.0,29851.500000000004,UDU01,0.5251885714285714,1194.0600000000002,1368.1937500000001,0.3,8955.45,20896.050000000003,HOLD,1194.0600000000002,"HOLD 2 units: estimated carrying/opportunity cost is ₹1,194, lower than available liquidation alternatives."
BLR05,MOD046,post_successor,3.0,0.839536607142857,2.160463392857143,50000.0,108023.16964285714,MYS01,0.5664865178571428,4320.926785714286,1188.2548660714285,0.3,32406.95089285714,75616.21875,TRANSFER,1188.2548660714285,"TRANSFER 2 units to MYS01: destination has 0.6 units of demand gap; transfer cost is ₹1,188, below the estimated markdown loss of ₹32,407."
CHI01,MOD028,post_successor,3.0,0.8433026785714285,2.1566973214285716,28000.0,60387.52500000001,DAV01,0.7562965178571429,2415.501,1186.1835267857143,0.3,18116.257500000003,42271.2675,TRANSFER,1186.1835267857143,"TRANSFER 2 units to DAV01: destination has 0.8 units of demand gap; transfer cost is ₹1,186, below the estimated markdown loss of ₹18,116."
HUB02,MOD025,post_successor,4.0,1.844314553571429,2.155685446428571,24000.0,51736.450714285704,KOP01,0.5733017857142857,2069.4580285714283,1185.626995535714,0.3,15520.93521428571,36215.515499999994,TRANSFER,1185.626995535714,"TRANSFER 2 units to KOP01: destination has 0.6 units of demand gap; transfer cost is ₹1,186, below the estimated markdown loss of ₹15,521."
KOP01,MOD031,post_successor,3.0,0.8538575892857144,2.1461424107142855,26000.0,55799.70267857142,CHI01,0.7522826785714285,2231.9881071428567,1180.378325892857,0.3,16739.910803571423,39059.791874999995,TRANSFER,1180.378325892857,"TRANSFER 2 units to CHI01: destination has 0.8 units of demand gap; transfer cost is ₹1,180, below the estimated markdown loss of ₹16,740."
MYS02,MOD037,post_successor,3.0,0.8550468750000001,2.144953125,32000.0,68638.5,TUM01,0.4394410714285715,2745.54,1179.7242187499999,0.3,20591.55,48046.95,TRANSFER,1179.7242187499999,"TRANSFER 2 units to TUM01: destination has 0.4 units of demand gap; transfer cost is ₹1,180, below the estimated markdown loss of ₹20,592."
KAL01,MOD003,post_successor,8.0,4.0743597902097894,3.9256402097902106,7500.0,29442.30157342658,BLR03,0.35000000000000003,1177.6920629370632,2159.102115384616,0.3,8832.690472027973,20609.61110139861,HOLD,1177.6920629370632,"HOLD 4 units: estimated carrying/opportunity cost is ₹1,178, lower than available liquidation alternatives."
BLR08,MOD017,post_successor,3.0,0.887207142857143,2.112792857142857,14500.0,30635.496428571427,TUM02,0.41681491071428567,1225.4198571428572,1162.0360714285714,0.3,9190.648928571427,21444.8475,TRANSFER,1162.0360714285714,"TRANSFER 2 units to TUM02: destination has 0.4 units of demand gap; transfer cost is ₹1,162, below the estimated markdown loss of ₹9,191."
BLR04,MOD029,post_successor,3.0,0.8911714285714285,2.1088285714285715,29000.0,61156.02857142857,KAL01,0.57317625,2446.2411428571427,1159.8557142857144,0.3,18346.80857142857,42809.22,TRANSFER,1159.8557142857144,"TRANSFER 2 units to KAL01: destination has 0.6 units of demand gap; transfer cost is ₹1,160, below the estimated markdown loss of ₹18,347."
BLR02,MOD044,post_successor,3.0,0.8932416666666669,2.106758333333333,36500.0,76896.67916666665,HOS01,0.6473458333333334,3075.8671666666664,1158.7170833333332,0.3,23069.003749999996,53827.67541666666,TRANSFER,1158.7170833333332,"TRANSFER 2 units to HOS01: destination has 0.6 units of demand gap; transfer cost is ₹1,159, below the estimated markdown loss of ₹23,069."
CHI01,MOD016,post_successor,3.0,0.9058888392857143,2.0941111607142857,14000.0,29317.55625,BLR07,0.8825798214285716,1172.70225,1151.7611383928572,0.3,8795.266875,20522.289375,TRANSFER,1151.7611383928572,"TRANSFER 2 units to BLR07: destination has 0.9 units of demand gap; transfer cost is ₹1,152, below the estimated markdown loss of ₹8,795."
BLR08,MOD029,post_successor,3.0,0.9176825892857143,2.0823174107142854,29000.0,60387.20491071428,KAL01,0.57317625,2415.4881964285714,1145.274575892857,0.3,18116.161473214284,42271.0434375,TRANSFER,1145.274575892857,"TRANSFER 2 units to KAL01: destination has 0.6 units of demand gap; transfer cost is ₹1,145, below the estimated markdown loss of ₹18,116."
MAN01,MOD029,post_successor,3.0,0.9533611607142858,2.0466388392857144,29000.0,59352.526339285716,KAL01,0.57317625,2374.1010535714286,1125.651361607143,0.3,17805.757901785713,41546.7684375,TRANSFER,1125.651361607143,"TRANSFER 2 units to KAL01: destination has 0.6 units of demand gap; transfer cost is ₹1,126, below the estimated markdown loss of ₹17,806."
CHI01,MOD023,post_successor,3.0,0.9248183035714286,2.0751816964285714,13500.0,28014.952901785713,BEL01,0.37616666666666665,1120.5981160714286,1141.3499330357142,0.3,8404.485870535713,19610.467031250002,HOLD,1120.5981160714286,"HOLD 2 units: estimated carrying/opportunity cost is ₹1,121, lower than available liquidation alternatives."
BLR05,MOD049,post_successor,3.0,0.9982566964285716,2.0017433035714283,42000.0,84073.21874999999,BLR03,0.4594680555555555,3362.9287499999996,1100.9588169642855,0.3,25221.965624999993,58851.25312499999,TRANSFER,1100.9588169642855,"TRANSFER 2 units to BLR03: destination has 0.5 units of demand gap; transfer cost is ₹1,101, below the estimated markdown loss of ₹25,222."
