store_id,model_id,forecast_units,avg_event_multiplier,avg_lifecycle_factor
BLR01,MOD017,0.35000000000000003,1.0,0.55
BLR01,MOD018,3.96996185064935,1.0,1.0
BLR01,MOD019,0.5543319444444444,1.0,0.55
BLR01,MOD020,0.6353208333333333,1.0,0.55
BLR01,MOD021,2.1325154220779217,1.0,1.0
BLR01,MOD022,0.6260708333333332,1.0,0.55
BLR01,MOD023,0.35000000000000003,1.0,0.55
BLR01,MOD024,0.540224025974026,1.0,1.0
BLR01,MOD025,2.5714119047619044,1.0,0.55
BLR01,MOD026,0.8357705357142857,1.0,0.55
BLR01,MOD027,6.15321212121212,1.0,1.0
BLR01,MOD028,1.3796953125,1.0,0.55
BLR01,MOD029,0.35000000000000003,1.0,0.55
BLR01,MOD030,6.794497402597403,1.0,1.0
BLR01,MOD031,1.1052428571428572,1.0,0.55
BLR01,MOD032,1.4180448214285717,1.0,0.55
BLR01,MOD033,3.3265402597402596,1.0,1.0
BLR01,MOD034,0.685325892857143,1.0,0.55
BLR01,MOD035,1.2675583333333331,1.0,0.55
BLR01,MOD036,2.7156258116883114,1.0,1.0
BLR01,MOD037,0.46635416666666674,1.0,0.55
BLR01,MOD038,0.5101375,1.0,0.55
BLR01,MOD039,2.2922581168831164,1.0,1.0
BLR01,MOD040,0.8849166666666667,1.0,0.55
BLR01,MOD041,0.5635430357142859,1.0,0.55
BLR01,MOD042,4.832500324675324,1.0,1.0
BLR01,MOD043,0.7387446428571429,1.0,0.55
BLR01,MOD044,0.5480228571428573,1.0,0.55
BLR01,MOD045,0.8321396103896103,1.0,1.0
BLR01,MOD046,0.9133714285714285,1.0,0.55
BLR01,MOD047,1.706706617647059,1.0,0.55
BLR01,MOD048,4.942207317073171,1.0,1.0
BLR01,MOD049,0.35000000000000003,1.0,0.55
BLR01,MOD050,1.2296613636363638,1.0,0.55
BLR01,MOD051,2.894161764705882,1.0,1.0
BLR01,MOD052,1.1032359375,1.0,0.55
BLR01,MOD053,0.5622017857142857,1.0,0.55
BLR01,MOD054,5.3345743801652885,1.0,1.0
BLR01,MOD055,1.1265508928571433,1.0,0.55
BLR01,MOD056,2.090842592592592,1.0,0.55
BLR01,MOD057,4.385987762237762,1.0,1.0
BLR01,MOD058,1.0896235714285716,1.0,0.55
BLR01,MOD059,0.35000000000000003,1.0,0.55
BLR01,MOD060,1.2333433441558441,1.0,1.0
BLR02,MOD001,0.6373976785714287,1.0,0.55
BLR02,MOD002,0.9389410714285715,1.0,0.55
BLR02,MOD003,2.712724675324675,1.0,0.6
BLR02,MOD004,1.4604536688311687,1.0,0.6
BLR02,MOD005,1.816485267857143,1.0,0.55
BLR02,MOD006,0.38390142857142856,1.0,0.55
BLR02,MOD007,1.9178333333333333,1.0,0.55
BLR02,MOD008,11.9316773715415,1.0,1.0
BLR02,MOD009,0.8230365384615385,1.0,0.55
BLR02,MOD010,0.3639785714285715,1.0,0.55
BLR02,MOD011,0.8348290178571429,1.0,0.55
BLR02,MOD012,1.5148076298701296,1.0,1.0
BLR02,MOD013,1.2136000000000002,1.0,0.55
BLR02,MOD014,1.0167500892857142,1.0,0.55
BLR02,MOD015,2.4361436688311686,1.0,1.0
BLR02,MOD016,0.9338942307692307,1.0,0.55
BLR02,MOD017,1.2424170535714285,1.0,0.55
BLR02,MOD018,6.669067193675889,1.0,1.0
BLR02,MOD019,0.5594267857142857,1.0,0.55
BLR02,MOD020,0.4625513888888889,1.0,0.55
BLR02,MOD021,2.221441558441558,1.0,1.0
BLR02,MOD022,0.5201142857142858,1.0,0.55
BLR02,MOD023,0.8443433035714285,1.0,0.55
BLR02,MOD024,2.1179265734265735,1.0,1.0
BLR02,MOD025,0.8134218749999998,1.0,0.55
BLR02,MOD026,0.9228361607142856,1.0,0.55
BLR02,MOD027,5.352563397129186,1.0,1.0
BLR02,MOD028,1.6774874999999998,1.0,0.55
BLR02,MOD029,1.1217937500000001,1.0,0.55
BLR02,MOD030,3.036005244755244,1.0,1.0
BLR02,MOD031,1.5325568181818183,1.0,0.55
BLR02,MOD032,1.84329375,1.0,0.55
BLR02,MOD033,2.2653189935064937,1.0,1.0
BLR02,MOD034,1.358957142857143,1.0,0.55
BLR02,MOD035,0.650390625,1.0,0.55
BLR02,MOD036,3.9739494949494945,1.0,1.0
BLR02,MOD037,0.4527214285714286,1.0,0.55
BLR02,MOD038,2.485458482142857,1.0,0.55
BLR02,MOD039,7.9416916996047435,1.0,1.0
BLR02,MOD040,1.2503357142857143,1.0,0.55
BLR02,MOD041,0.35000000000000003,1.0,0.55
BLR02,MOD042,5.588605371900826,1.0,1.0
BLR02,MOD043,0.5786866071428571,1.0,0.55
BLR02,MOD044,0.8932416666666669,1.0,0.55
BLR02,MOD045,1.6157167207792205,1.0,1.0
BLR02,MOD046,0.35095,1.0,0.55
BLR02,MOD047,1.4779848214285718,1.0,0.55
BLR02,MOD048,3.8499621212121204,1.0,1.0
BLR02,MOD049,0.6092116071428572,1.0,0.55
BLR02,MOD050,1.036809375,1.0,0.55
BLR02,MOD051,3.5712052785923745,1.0,1.0
BLR02,MOD052,1.3227830357142858,1.0,0.55
BLR02,MOD053,0.46922276785714284,1.0,0.55
BLR02,MOD054,4.030237012987013,1.0,1.0
BLR02,MOD055,2.1587958333333335,1.0,0.55
BLR02,MOD056,0.6753821428571429,1.0,0.55
BLR02,MOD057,4.452613636363636,1.0,1.0
BLR02,MOD058,0.5955348214285715,1.0,0.55
BLR02,MOD059,0.5574152777777777,1.0,0.55
BLR02,MOD060,4.364238095238095,1.0,1.0
BLR03,MOD001,0.35746428571428573,1.0,0.55
BLR03,MOD002,0.40878723214285717,1.0,0.55
BLR03,MOD003,0.35000000000000003,1.0,0.6
BLR03,MOD004,1.4449405594405593,1.0,0.6
BLR03,MOD005,0.36938821428571433,1.0,0.55
BLR03,MOD006,0.6843149999999999,1.0,0.55
BLR03,MOD007,0.9612173076923076,1.0,0.55
BLR03,MOD008,3.2215227272727267,1.0,1.0
BLR03,MOD009,0.5338406250000001,1.0,0.55
BLR03,MOD010,0.37881723214285723,1.0,0.55
BLR03,MOD011,0.613314642857143,1.0,0.55
BLR03,MOD012,3.3776254870129874,1.0,1.0
BLR03,MOD013,0.35000000000000003,1.0,0.55
BLR03,MOD014,0.35000000000000003,1.0,0.55
BLR03,MOD015,1.9123714285714288,1.0,1.0
BLR03,MOD016,0.36436428571428575,1.0,0.55
BLR03,MOD017,0.35000000000000003,1.0,0.55
BLR03,MOD018,2.948257305194805,1.0,1.0
BLR03,MOD019,0.3525517857142857,1.0,0.55
BLR03,MOD020,0.35000000000000003,1.0,0.55
BLR03,MOD021,0.8558352272727271,1.0,1.0
BLR03,MOD022,0.35000000000000003,1.0,0.55
BLR03,MOD023,0.35000000000000003,1.0,0.55
BLR03,MOD024,0.7073547077922079,1.0,1.0
BLR03,MOD025,0.7653549107142859,1.0,0.55
BLR03,MOD026,0.41532500000000006,1.0,0.55
BLR03,MOD027,6.436037878787877,1.0,1.0
BLR03,MOD028,0.7278924107142858,1.0,0.55
BLR03,MOD029,1.0890613636363637,1.0,0.55
BLR03,MOD030,4.719665977961432,1.0,1.0
BLR03,MOD031,1.1626754464285716,1.0,0.55
BLR03,MOD032,1.4141889705882358,1.0,0.55
BLR03,MOD033,0.7632150974025973,1.0,1.0
BLR03,MOD034,0.35000000000000003,1.0,0.55
BLR03,MOD035,1.3934704545454544,1.0,0.55
BLR03,MOD036,3.244948051948052,1.0,1.0
BLR03,MOD037,0.3524125,1.0,0.55
BLR03,MOD038,0.7866704545454546,1.0,0.55
BLR03,MOD039,4.614793103448275,1.0,1.0
BLR03,MOD040,0.41092794642857144,1.0,0.55
BLR03,MOD041,0.61026875,1.0,0.55
BLR03,MOD042,1.8350137987012987,1.0,1.0
BLR03,MOD043,0.3593982142857143,1.0,0.55
BLR03,MOD044,0.5201142857142858,1.0,0.55
BLR03,MOD045,2.9602102272727273,1.0,1.0
BLR03,MOD046,1.6209964285714287,1.0,0.55
BLR03,MOD047,0.5450892857142857,1.0,0.55
BLR03,MOD048,4.0491935064935065,1.0,1.0
BLR03,MOD049,0.4594680555555555,1.0,0.55
BLR03,MOD050,1.001229910714286,1.0,0.55
BLR03,MOD051,1.9020266798418974,1.0,1.0
BLR03,MOD052,1.0103642857142856,1.0,0.55
BLR03,MOD053,0.7322035714285715,1.0,0.55
BLR03,MOD054,4.870215097402597,1.0,1.0
BLR03,MOD055,1.023975,1.0,0.55
BLR03,MOD056,0.35000000000000003,1.0,0.55
BLR03,MOD057,6.996081331168831,1.0,1.0
BLR03,MOD058,0.35000000000000003,1.0,0.55
BLR03,MOD059,0.6698982142857144,1.0,0.55
BLR03,MOD060,1.0338676948051948,1.0,1.0
BLR04,MOD001,0.35000000000000003,1.0,0.55
BLR04,MOD002,0.35000000000000003,1.0,0.55
BLR04,MOD003,1.4631782142857142,1.0,0.6
BLR04,MOD004,1.26053474025974,1.0,0.6
BLR04,MOD005,0.4424638392857143,1.0,0.55
BLR04,MOD006,0.648755357142857,1.0,0.55
BLR04,MOD007,1.2316795454545453,1.0,0.55
BLR04,MOD008,3.4896525974025967,1.0,1.0
BLR04,MOD009,0.61026875,1.0,0.55
BLR04,MOD010,0.5745141964285715,1.0,0.55
BLR04,MOD011,0.9043031250000001,1.0,0.55
BLR04,MOD012,3.868181818181818,1.0,1.0
BLR04,MOD013,0.5118091071428572,1.0,0.55
BLR04,MOD014,0.6296375892857142,1.0,0.55
BLR04,MOD015,0.8858376623376623,1.0,1.0
BLR04,MOD016,0.7281897321428571,1.0,0.55
BLR04,MOD017,0.35000000000000003,1.0,0.55
BLR04,MOD018,4.400108093126386,1.0,1.0
BLR04,MOD019,0.36427857142857145,1.0,0.55
BLR04,MOD020,0.41949080357142865,1.0,0.55
BLR04,MOD021,2.0040064935064934,1.0,1.0
BLR04,MOD022,0.35000000000000003,1.0,0.55
BLR04,MOD023,0.35000000000000003,1.0,0.55
BLR04,MOD024,2.197754132231405,1.0,1.0
BLR04,MOD025,1.2115796052631578,1.0,0.55
BLR04,MOD026,1.6542369642857142,1.0,0.55
BLR04,MOD027,3.6332678571428576,1.0,1.0
BLR04,MOD028,1.3919568181818183,1.0,0.55
BLR04,MOD029,0.8911714285714285,1.0,0.55
BLR04,MOD030,4.604359504132232,1.0,1.0
BLR04,MOD031,0.9471768750000003,1.0,0.55
BLR04,MOD032,0.6802714285714285,1.0,0.55
BLR04,MOD033,2.3932272727272728,1.0,1.0
BLR04,MOD034,1.3813613636363637,1.0,0.55
BLR04,MOD035,2.0027657608695653,1.0,0.55
BLR04,MOD036,5.707598376623377,1.0,1.0
BLR04,MOD037,1.3150229464285716,1.0,0.55
BLR04,MOD038,0.7394879464285714,1.0,0.55
BLR04,MOD039,3.592814123376623,1.0,1.0
BLR04,MOD040,0.6975160714285713,1.0,0.55
BLR04,MOD041,0.35000000000000003,1.0,0.55
BLR04,MOD042,1.8369599025974026,1.0,1.0
BLR04,MOD043,1.0325378571428574,1.0,0.55
BLR04,MOD044,0.8297745535714286,1.0,0.55
BLR04,MOD045,2.3153230519480523,1.0,1.0
BLR04,MOD046,2.2196531250000002,1.0,0.55
BLR04,MOD047,2.9657812500000005,1.0,0.55
BLR04,MOD048,6.121001298701298,1.0,1.0
BLR04,MOD049,0.35000000000000003,1.0,0.55
BLR04,MOD050,0.40306875,1.0,0.55
BLR04,MOD051,3.8497465034965037,1.0,1.0
BLR04,MOD052,1.0705553571428572,1.0,0.55
BLR04,MOD053,1.9461768750000001,1.0,0.55
BLR04,MOD054,4.109997086247086,1.0,1.0
BLR04,MOD055,2.4667523148148147,1.0,0.55
BLR04,MOD056,1.1921102678571431,1.0,0.55
BLR04,MOD057,3.369282467532467,1.0,1.0
BLR04,MOD058,0.3956753571428571,1.0,0.55
BLR04,MOD059,0.5035138392857142,1.0,0.55
BLR04,MOD060,2.5802094155844157,1.0,1.0
BLR05,MOD001,0.35000000000000003,1.0,0.55
BLR05,MOD002,0.7992991071428571,1.0,0.55
BLR05,MOD003,1.761224025974026,1.0,0.6
BLR05,MOD004,0.9828905844155844,1.0,0.6
BLR05,MOD005,0.4201647321428571,1.0,0.55
BLR05,MOD006,0.5669424107142859,1.0,0.55
BLR05,MOD007,0.35000000000000003,1.0,0.55
BLR05,MOD008,5.244555944055945,1.0,1.0
BLR05,MOD009,0.36834678571428575,1.0,0.55
BLR05,MOD010,0.7219459821428572,1.0,0.55
BLR05,MOD011,0.8077232142857143,1.0,0.55
BLR05,MOD012,4.29260064935065,1.0,1.0
BLR05,MOD013,0.9274281249999999,1.0,0.55
BLR05,MOD014,1.1362083333333335,1.0,0.55
BLR05,MOD015,2.5658238636363633,1.0,1.0
BLR05,MOD016,0.5416007142857144,1.0,0.55
BLR05,MOD017,0.35000000000000003,1.0,0.55
BLR05,MOD018,4.004612068965518,1.0,1.0
BLR05,MOD019,0.39835125000000005,1.0,0.55
BLR05,MOD020,1.2767576785714285,1.0,0.55
BLR05,MOD021,1.7801444805194806,1.0,1.0
BLR05,MOD022,0.62645625,1.0,0.55
BLR05,MOD023,1.3781343750000001,1.0,0.55
BLR05,MOD024,1.4237085561497327,1.0,1.0
BLR05,MOD025,0.7290816964285715,1.0,0.55
BLR05,MOD026,1.6769671875000003,1.0,0.55
BLR05,MOD027,10.012380194805193,1.0,1.0
BLR05,MOD028,2.284441666666667,1.0,0.55
BLR05,MOD029,0.42135401785714277,1.0,0.55
BLR05,MOD030,3.9908143939393925,1.0,1.0
BLR05,MOD031,0.789025,1.0,0.55
BLR05,MOD032,1.022703125,1.0,0.55
BLR05,MOD033,2.9697064935064934,1.0,1.0
BLR05,MOD034,1.734028125,1.0,0.55
BLR05,MOD035,1.019482142857143,1.0,0.55
BLR05,MOD036,1.8174448051948051,1.0,1.0
BLR05,MOD037,0.7236583333333334,1.0,0.55
BLR05,MOD038,1.1557602941176475,1.0,0.55
BLR05,MOD039,5.495761363636364,1.0,1.0
BLR05,MOD040,1.0647575892857144,1.0,0.55
BLR05,MOD041,0.8943428571428572,1.0,0.55
BLR05,MOD042,3.5876425324675325,1.0,1.0
BLR05,MOD043,2.09165625,1.0,0.55
BLR05,MOD044,0.8456713392857143,1.0,0.55
BLR05,MOD045,3.4337922077922083,1.0,1.0
BLR05,MOD046,0.839536607142857,1.0,0.55
BLR05,MOD047,1.2296613636363638,1.0,0.55
BLR05,MOD048,6.390248376623376,1.0,1.0
BLR05,MOD049,0.9982566964285716,1.0,0.55
BLR05,MOD050,0.3880936607142858,1.0,0.55
BLR05,MOD051,2.2241444805194805,1.0,1.0
BLR05,MOD052,0.6802119642857144,1.0,0.55
BLR05,MOD053,1.3547450892857145,1.0,0.55
BLR05,MOD054,13.158094967532469,1.0,1.0
BLR05,MOD055,0.9653191176470588,1.0,0.55
BLR05,MOD056,1.0989495535714287,1.0,0.55
BLR05,MOD057,3.4048709415584417,1.0,1.0
BLR05,MOD058,0.7942941964285715,1.0,0.55
BLR05,MOD059,0.6193205357142858,1.0,0.55
BLR05,MOD060,1.2030165584415584,1.0,1.0
BLR06,MOD001,0.5987558035714285,1.0,0.55
BLR06,MOD002,1.3955276785714286,1.0,0.55
BLR06,MOD003,3.397897402597402,1.0,0.6
BLR06,MOD004,1.4779577922077922,1.0,0.6
BLR06,MOD005,0.8942933035714286,1.0,0.55
BLR06,MOD006,0.5017794642857142,1.0,0.55
BLR06,MOD007,3.336303214285715,1.0,0.55
BLR06,MOD008,11.117767207792209,1.0,1.0
BLR06,MOD009,1.1131714285714285,1.0,0.55
BLR06,MOD010,0.9615795454545455,1.0,0.55
BLR06,MOD011,1.380810267857143,1.0,0.55
BLR06,MOD012,16.31269290465632,1.0,1.0
BLR06,MOD013,0.9342037500000001,1.0,0.55
BLR06,MOD014,1.3704139285714287,1.0,0.55
BLR06,MOD015,4.104837662337662,1.0,1.0
BLR06,MOD016,1.0735285714285714,1.0,0.55
BLR06,MOD017,1.484995,1.0,0.55
BLR06,MOD018,2.0851241883116884,1.0,1.0
BLR06,MOD019,0.9587316666666666,1.0,0.55
BLR06,MOD020,0.692015625,1.0,0.55
BLR06,MOD021,5.374490259740259,1.0,1.0
BLR06,MOD022,1.4858341071428571,1.0,0.55
BLR06,MOD023,1.0718714999999999,1.0,0.55
BLR06,MOD024,5.219064049586776,1.0,1.0
BLR06,MOD025,0.615257142857143,1.0,0.55
BLR06,MOD026,0.4713040178571428,1.0,0.55
BLR06,MOD027,3.948879058441559,1.0,1.0
BLR06,MOD028,0.7104495535714287,1.0,0.55
BLR06,MOD029,0.4606103571428572,1.0,0.55
BLR06,MOD030,3.3602727272727266,1.0,1.0
BLR06,MOD031,0.37700357142857144,1.0,0.55
BLR06,MOD032,0.5835924107142858,1.0,0.55
BLR06,MOD033,2.247979338842975,1.0,1.0
BLR06,MOD034,0.7627186607142858,1.0,0.55
BLR06,MOD035,2.3168772321428572,1.0,0.55
BLR06,MOD036,2.6380307486631014,1.0,1.0
BLR06,MOD037,0.35000000000000003,1.0,0.55
BLR06,MOD038,0.5456839285714286,1.0,0.55
BLR06,MOD039,5.524502435064934,1.0,1.0
BLR06,MOD040,1.2299295535714287,1.0,0.55
BLR06,MOD041,1.41039375,1.0,0.55
BLR06,MOD042,4.024380681818181,1.0,1.0
BLR06,MOD043,0.6135822321428572,1.0,0.55
BLR06,MOD044,0.7659495535714287,1.0,0.55
BLR06,MOD045,1.247668831168831,1.0,1.0
BLR06,MOD046,0.35000000000000003,1.0,0.55
BLR06,MOD047,0.4997312499999999,1.0,0.55
BLR06,MOD048,0.39333522727272724,1.0,1.0
BLR06,MOD049,0.35000000000000003,1.0,0.55
BLR06,MOD050,0.350575,1.0,0.55
BLR06,MOD051,2.057031818181818,1.0,1.0
BLR06,MOD052,0.35000000000000003,1.0,0.55
BLR06,MOD053,0.8242741071428572,1.0,0.55
BLR06,MOD054,1.9600944055944054,1.0,1.0
BLR06,MOD055,0.5702327678571429,1.0,0.55
BLR06,MOD056,0.3615785714285714,1.0,0.55
BLR06,MOD057,1.11925,1.0,1.0
BLR06,MOD058,0.6174374999999999,1.0,0.55
BLR06,MOD059,0.3863097321428572,1.0,0.55
BLR06,MOD060,0.706760064935065,1.0,1.0
BLR07,MOD001,0.4990375000000001,1.0,0.55
BLR07,MOD002,0.8314891071428572,1.0,0.55
BLR07,MOD003,0.8049842532467532,1.0,0.6
BLR07,MOD004,3.1412454545454533,1.0,0.6
BLR07,MOD005,0.6740276785714285,1.0,0.55
BLR07,MOD006,2.363616160714286,1.0,0.55
BLR07,MOD007,1.6626135000000002,1.0,0.55
BLR07,MOD008,5.401609577922078,1.0,1.0
BLR07,MOD009,0.35000000000000003,1.0,0.55
BLR07,MOD010,0.35000000000000003,1.0,0.55
BLR07,MOD011,0.35000000000000003,1.0,0.55
BLR07,MOD012,6.156725687103594,1.0,1.0
BLR07,MOD013,1.5896587500000001,1.0,0.55
BLR07,MOD014,0.35000000000000003,1.0,0.55
BLR07,MOD015,3.706030519480519,1.0,1.0
BLR07,MOD016,1.8825798214285716,1.0,0.55
BLR07,MOD017,0.7794776785714286,1.0,0.55
BLR07,MOD018,2.6476022727272728,1.0,1.0
BLR07,MOD019,1.0673955882352946,1.0,0.55
BLR07,MOD020,1.0147249999999999,1.0,0.55
BLR07,MOD021,2.9599699675324675,1.0,1.0
BLR07,MOD022,0.5870908928571429,1.0,0.55
BLR07,MOD023,0.35000000000000003,1.0,0.55
BLR07,MOD024,3.3082727272727275,1.0,1.0
BLR07,MOD025,0.5500152777777778,1.0,0.55
BLR07,MOD026,1.2116442857142857,1.0,0.55
BLR07,MOD027,3.602694805194805,1.0,1.0
BLR07,MOD028,1.1409214285714286,1.0,0.55
BLR07,MOD029,0.5586339285714286,1.0,0.55
BLR07,MOD030,4.592010489510489,1.0,1.0
BLR07,MOD031,0.9552403846153846,1.0,0.55
BLR07,MOD032,0.9682272321428573,1.0,0.55
BLR07,MOD033,3.0223073593073586,1.0,1.0
BLR07,MOD034,0.9255120535714285,1.0,0.55
BLR07,MOD035,1.0799011607142859,1.0,0.55
BLR07,MOD036,3.225166666666666,1.0,1.0
BLR07,MOD037,0.4975178571428571,1.0,0.55
BLR07,MOD038,0.47113553571428574,1.0,0.55
BLR07,MOD039,1.9767370129870132,1.0,1.0
BLR07,MOD040,0.7961772321428571,1.0,0.55
BLR07,MOD041,0.7611131250000002,1.0,0.55
BLR07,MOD042,2.389022727272727,1.0,1.0
BLR07,MOD043,0.3511053571428572,1.0,0.55
BLR07,MOD044,0.5520366964285714,1.0,0.55
BLR07,MOD045,2.4842016233766233,1.0,1.0
BLR07,MOD046,0.3512982142857143,1.0,0.55
BLR07,MOD047,0.35000000000000003,1.0,0.55
BLR07,MOD048,1.9771713286713284,1.0,1.0
BLR07,MOD049,0.3657142857142857,1.0,0.55
BLR07,MOD050,0.618940625,1.0,0.55
BLR07,MOD051,1.1379842532467532,1.0,1.0
BLR07,MOD052,0.70693125,1.0,0.55
BLR07,MOD053,0.5409267857142858,1.0,0.55
BLR07,MOD054,3.390995941558441,1.0,1.0
BLR07,MOD055,0.38390142857142856,1.0,0.55
BLR07,MOD056,0.515225,1.0,0.55
BLR07,MOD057,3.0694923701298698,1.0,1.0
BLR07,MOD058,0.5268833035714285,1.0,0.55
BLR07,MOD059,0.5161797321428572,1.0,0.55
BLR07,MOD060,1.5852637987012985,1.0,1.0
BLR08,MOD001,0.934867767857143,1.0,0.55
BLR08,MOD002,1.6638701785714287,1.0,0.55
BLR08,MOD003,1.7234912337662338,1.0,0.6
BLR08,MOD004,3.931706493506493,1.0,0.6
BLR08,MOD005,1.5193124999999998,1.0,0.55
BLR08,MOD006,1.2185718749999999,1.0,0.55
BLR08,MOD007,1.5796322368421052,1.0,0.55
BLR08,MOD008,7.185538149350649,1.0,1.0
BLR08,MOD009,0.3567464285714286,1.0,0.55
BLR08,MOD010,0.35000000000000003,1.0,0.55
BLR08,MOD011,1.334775,1.0,0.55
BLR08,MOD012,3.5893003246753246,1.0,1.0
BLR08,MOD013,0.7448397321428571,1.0,0.55
BLR08,MOD014,0.9788316964285715,1.0,0.55
BLR08,MOD015,1.541025974025974,1.0,1.0
BLR08,MOD016,0.5323044642857143,1.0,0.55
BLR08,MOD017,0.887207142857143,1.0,0.55
BLR08,MOD018,2.255798701298701,1.0,1.0
BLR08,MOD019,1.1778096153846154,1.0,0.55
BLR08,MOD020,0.86025,1.0,0.55
BLR08,MOD021,3.1397142857142852,1.0,1.0
BLR08,MOD022,0.8127578571428571,1.0,0.55
BLR08,MOD023,0.41555624999999996,1.0,0.55
BLR08,MOD024,4.419231501057082,1.0,1.0
BLR08,MOD025,1.3853989285714285,1.0,0.55
BLR08,MOD026,0.6753953571428573,1.0,0.55
BLR08,MOD027,3.7449886363636367,1.0,1.0
BLR08,MOD028,0.3865674107142858,1.0,0.55
BLR08,MOD029,0.9176825892857143,1.0,0.55
BLR08,MOD030,3.214876832844575,1.0,1.0
BLR08,MOD031,0.413475,1.0,0.55
BLR08,MOD032,0.9945401785714286,1.0,0.55
BLR08,MOD033,2.768170616883117,1.0,1.0
BLR08,MOD034,0.5240125000000001,1.0,0.55
BLR08,MOD035,0.7332441964285714,1.0,0.55
BLR08,MOD036,1.2560478896103895,1.0,1.0
BLR08,MOD037,1.27996875,1.0,0.55
BLR08,MOD038,1.0245101785714286,1.0,0.55
BLR08,MOD039,3.0983595779220776,1.0,1.0
BLR08,MOD040,1.366241517857143,1.0,0.55
BLR08,MOD041,0.35275,1.0,0.55
BLR08,MOD042,1.8174988636363636,1.0,1.0
BLR08,MOD043,0.6523826785714286,1.0,0.55
