date,store_id,model_id,units_sold,selling_price,revenue
2025-11-10,BLR01,MOD006,1,7000,7000
2025-11-11,BLR01,MOD006,1,7000,7000
2025-11-13,BLR01,MOD006,1,7000,7000
2025-11-15,BLR01,MOD006,2,7000,14000
2025-11-18,BLR01,MOD006,1,7000,7000
2025-11-25,BLR01,MOD006,2,7000,14000
2025-11-26,BLR01,MOD006,2,7000,14000
2025-11-29,BLR01,MOD006,3,7000,21000
2025-12-14,BLR01,MOD006,1,7000,7000
2025-12-16,BLR01,MOD006,1,7000,7000
2025-12-27,BLR01,MOD006,1,7000,7000
2025-12-28,BLR01,MOD006,1,7000,7000
2025-12-31,BLR01,MOD006,2,7000,14000
2026-01-01,BLR01,MOD006,2,7000,14000
2026-01-04,BLR01,MOD006,1,7000,7000
2026-01-06,BLR01,MOD006,1,7000,7000
2026-01-10,BLR01,MOD006,1,7000,7000
2026-01-15,BLR01,MOD006,1,7000,7000
2026-01-16,BLR01,MOD006,1,7000,7000
2026-01-17,BLR01,MOD006,1,7000,7000
2026-01-19,BLR01,MOD006,1,7000,7000
2026-01-20,BLR01,MOD006,1,7000,7000
2026-01-30,BLR01,MOD006,1,7000,7000
2026-02-06,BLR01,MOD006,1,7000,7000
2026-02-12,BLR01,MOD006,1,7000,7000
2026-02-16,BLR01,MOD006,2,7000,14000
2026-02-21,BLR01,MOD006,1,7000,7000
2026-02-23,BLR01,MOD006,1,7000,7000
2026-02-24,BLR01,MOD006,1,7000,7000
2026-02-28,BLR01,MOD006,1,7000,7000
2026-03-04,BLR01,MOD006,1,7000,7000
2026-03-05,BLR01,MOD006,1,7000,7000
2026-03-06,BLR01,MOD006,1,7000,7000
2026-03-11,BLR01,MOD006,1,7000,7000
2026-03-12,BLR01,MOD006,1,7000,7000
2026-03-13,BLR01,MOD006,1,7000,7000
2026-03-20,BLR01,MOD006,2,7000,14000
2026-03-23,BLR01,MOD006,2,7000,14000
2026-03-24,BLR01,MOD006,1,7000,7000
2026-03-25,BLR01,MOD006,1,7000,7000
2026-03-26,BLR01,MOD006,1,7000,7000
2026-03-27,BLR01,MOD006,1,7000,7000
2026-04-01,BLR01,MOD006,1,7000,7000
2026-04-02,BLR01,MOD006,1,7000,7000
2026-04-09,BLR01,MOD006,1,7000,7000
2026-04-21,BLR01,MOD006,1,7000,7000
2026-04-26,BLR01,MOD006,1,7000,7000
2026-04-30,BLR01,MOD006,1,7000,7000
2026-05-26,BLR01,MOD006,1,7000,7000
2026-06-19,BLR01,MOD006,1,7000,7000
2026-06-21,BLR01,MOD006,1,7000,7000
2026-06-23,BLR01,MOD006,1,7000,7000
2026-06-26,BLR01,MOD006,1,7000,7000
2026-06-28,BLR01,MOD006,1,7000,7000
2026-07-02,BLR01,MOD006,1,7000,7000
2026-07-16,BLR01,MOD006,1,7000,7000
2026-07-27,BLR01,MOD006,1,7000,7000
2026-02-03,BLR01,MOD007,1,7000,7000
2026-02-04,BLR01,MOD007,1,7000,7000
2026-02-07,BLR01,MOD007,1,7000,7000
2026-02-10,BLR01,MOD007,1,7000,7000
2026-02-11,BLR01,MOD007,1,7000,7000
2026-02-13,BLR01,MOD007,2,7000,14000
2026-02-15,BLR01,MOD007,2,7000,14000
2026-02-18,BLR01,MOD007,1,7000,7000
2026-02-20,BLR01,MOD007,1,7000,7000
2026-02-23,BLR01,MOD007,2,7000,14000
2026-02-24,BLR01,MOD007,1,7000,7000
2026-02-25,BLR01,MOD007,1,7000,7000
2026-02-26,BLR01,MOD007,1,7000,7000
2026-02-28,BLR01,MOD007,1,7000,7000
2026-03-02,BLR01,MOD007,1,7000,7000
2026-03-07,BLR01,MOD007,1,7000,7000
2026-03-08,BLR01,MOD007,1,7000,7000
2026-03-09,BLR01,MOD007,1,7000,7000
2026-03-10,BLR01,MOD007,1,7000,7000
2026-03-11,BLR01,MOD007,1,7000,7000
2026-03-13,BLR01,MOD007,1,7000,7000
2026-03-15,BLR01,MOD007,2,7000,14000
2026-03-17,BLR01,MOD007,2,7000,14000
2026-03-18,BLR01,MOD007,3,7000,21000
2026-03-21,BLR01,MOD007,1,7000,7000
2026-03-23,BLR01,MOD007,1,7000,7000
2026-03-25,BLR01,MOD007,1,7000,7000
2026-03-26,BLR01,MOD007,1,7000,7000
2026-03-31,BLR01,MOD007,1,7000,7000
2026-04-04,BLR01,MOD007,1,7000,7000
2026-04-05,BLR01,MOD007,1,7000,7000
2026-04-08,BLR01,MOD007,1,7000,7000
2026-04-09,BLR01,MOD007,1,7000,7000
2026-04-10,BLR01,MOD007,1,7000,7000
2026-04-13,BLR01,MOD007,2,7000,14000
2026-04-15,BLR01,MOD007,1,7000,7000
2026-04-17,BLR01,MOD007,1,7000,7000
2026-04-19,BLR01,MOD007,1,7000,7000
2026-04-22,BLR01,MOD007,2,7000,14000
2026-04-24,BLR01,MOD007,1,7000,7000
2026-04-25,BLR01,MOD007,1,7000,7000
2026-04-26,BLR01,MOD007,1,7000,7000
2026-04-28,BLR01,MOD007,1,7000,7000
2026-04-29,BLR01,MOD007,1,7000,7000
2026-05-01,BLR01,MOD007,1,7000,7000
2026-05-02,BLR01,MOD007,1,7000,7000
2026-05-03,BLR01,MOD007,1,7000,7000
2026-05-04,BLR01,MOD007,1,7000,7000
2026-05-09,BLR01,MOD007,1,7000,7000
2026-05-10,BLR01,MOD007,1,7000,7000
2026-05-13,BLR01,MOD007,1,7000,7000
2026-05-16,BLR01,MOD007,3,7000,21000
2026-05-21,BLR01,MOD007,1,7000,7000
2026-05-22,BLR01,MOD007,1,7000,7000
2026-05-24,BLR01,MOD007,2,7000,14000
2026-05-25,BLR01,MOD007,1,7000,7000
2026-05-30,BLR01,MOD007,1,7000,7000
2026-06-03,BLR01,MOD007,1,7000,7000
2026-06-04,BLR01,MOD007,1,7000,7000
2026-06-05,BLR01,MOD007,1,7000,7000
2026-06-10,BLR01,MOD007,1,7000,7000
2026-06-11,BLR01,MOD007,1,7000,7000
2026-06-15,BLR01,MOD007,1,7000,7000
2026-07-03,BLR01,MOD007,1,7000,7000
2026-07-04,BLR01,MOD007,1,7000,7000
2026-07-09,BLR01,MOD007,1,7000,7000
2026-07-12,BLR01,MOD007,1,7000,7000
2026-07-18,BLR01,MOD007,1,7000,7000
2026-04-20,BLR01,MOD008,2,7500,15000
2026-04-21,BLR01,MOD008,2,7500,15000
2026-04-25,BLR01,MOD008,1,7500,7500
2026-04-30,BLR01,MOD008,1,7500,7500
2026-05-01,BLR01,MOD008,1,7500,7500
2026-05-06,BLR01,MOD008,1,7500,7500
2026-05-16,BLR01,MOD008,1,7500,7500
2026-05-18,BLR01,MOD008,1,7500,7500
2026-05-19,BLR01,MOD008,2,7500,15000
2026-05-21,BLR01,MOD008,3,7500,22500
2026-05-31,BLR01,MOD008,1,7500,7500
2026-06-01,BLR01,MOD008,1,7500,7500
2026-06-03,BLR01,MOD008,1,7500,7500
2026-06-04,BLR01,MOD008,2,7500,15000
2026-06-05,BLR01,MOD008,1,7500,7500
2026-06-06,BLR01,MOD008,1,7500,7500
2026-06-07,BLR01,MOD008,1,7500,7500
2026-06-08,BLR01,MOD008,2,7500,15000
2026-06-10,BLR01,MOD008,1,7500,7500
2026-06-12,BLR01,MOD008,1,7500,7500
2026-06-13,BLR01,MOD008,1,7500,7500
2026-06-15,BLR01,MOD008,1,7500,7500
2026-06-18,BLR01,MOD008,1,7500,7500
2026-06-19,BLR01,MOD008,1,7500,7500
2026-06-20,BLR01,MOD008,1,7500,7500
2026-06-21,BLR01,MOD008,1,7500,7500
2026-06-23,BLR01,MOD008,1,7500,7500
2026-06-26,BLR01,MOD008,1,7500,7500
2026-06-28,BLR01,MOD008,1,7500,7500
2026-06-30,BLR01,MOD008,2,7500,15000
2026-07-01,BLR01,MOD008,1,7500,7500
2026-07-03,BLR01,MOD008,1,7500,7500
2026-07-11,BLR01,MOD008,2,7500,15000
2026-07-14,BLR01,MOD008,1,7500,7500
2026-07-15,BLR01,MOD008,1,7500,7500
2026-07-19,BLR01,MOD008,1,7500,7500
2026-07-20,BLR01,MOD008,2,7500,15000
2026-07-21,BLR01,MOD008,1,7500,7500
2026-07-22,BLR01,MOD008,1,7500,7500
2026-07-23,BLR01,MOD008,2,7500,15000
2026-07-25,BLR01,MOD008,1,7500,7500
2026-07-26,BLR01,MOD008,1,7500,7500
2026-07-27,BLR01,MOD008,1,7500,7500
2026-07-29,BLR01,MOD008,2,7500,15000
2026-07-30,BLR01,MOD008,2,7500,15000
2025-08-03,BLR01,MOD009,2,7500,15000
2025-08-05,BLR01,MOD009,2,7500,15000
2025-08-06,BLR01,MOD009,1,7500,7500
2025-08-09,BLR01,MOD009,1,7500,7500
2025-08-10,BLR01,MOD009,2,7500,15000
2025-08-11,BLR01,MOD009,1,7500,7500
2025-08-12,BLR01,MOD009,1,7500,7500
2025-08-13,BLR01,MOD009,1,7500,7500
2025-08-15,BLR01,MOD009,1,7500,7500
2025-08-20,BLR01,MOD009,1,7500,7500
2025-08-21,BLR01,MOD009,1,7500,7500
2025-08-22,BLR01,MOD009,1,7500,7500
2025-08-25,BLR01,MOD009,1,7500,7500
2025-08-27,BLR01,MOD009,1,7500,7500
2025-09-02,BLR01,MOD009,1,7500,7500
2025-09-03,BLR01,MOD009,1,7500,7500
2025-09-07,BLR01,MOD009,1,7500,7500
2025-09-11,BLR01,MOD009,1,7500,7500
2025-09-12,BLR01,MOD009,1,7500,7500
2025-09-14,BLR01,MOD009,2,7500,15000
2025-09-15,BLR01,MOD009,1,7500,7500
2025-09-20,BLR01,MOD009,1,7500,7500
2025-09-21,BLR01,MOD009,1,7500,7500
2025-09-23,BLR01,MOD009,2,7500,15000
2025-09-24,BLR01,MOD009,1,7500,7500
2025-09-25,BLR01,MOD009,1,7500,7500
2025-09-27,BLR01,MOD009,1,7500,7500
2025-09-29,BLR01,MOD009,1,7500,7500
2025-09-30,BLR01,MOD009,1,7500,7500
2025-10-03,BLR01,MOD009,1,7500,7500
2025-10-04,BLR01,MOD009,1,7500,7500
2025-10-05,BLR01,MOD009,1,7500,7500
2025-10-06,BLR01,MOD009,1,7500,7500
2025-10-09,BLR01,MOD009,1,7500,7500
2025-10-12,BLR01,MOD009,3,7500,22500
2025-10-13,BLR01,MOD009,3,7500,22500
2025-10-15,BLR01,MOD009,1,7500,7500
2025-10-16,BLR01,MOD009,1,7500,7500
2025-10-17,BLR01,MOD009,1,7500,7500
2025-10-18,BLR01,MOD009,3,7500,22500
2025-10-19,BLR01,MOD009,1,7500,7500
2025-10-24,BLR01,MOD009,1,7500,7500
2025-10-25,BLR01,MOD009,2,7500,15000
2025-10-26,BLR01,MOD009,1,7500,7500
2025-10-27,BLR01,MOD009,1,7500,7500
2025-10-28,BLR01,MOD009,1,7500,7500
2025-10-30,BLR01,MOD009,2,7500,15000
2025-11-01,BLR01,MOD009,1,7500,7500
2025-11-02,BLR01,MOD009,2,7500,15000
2025-11-03,BLR01,MOD009,2,7500,15000
2025-11-05,BLR01,MOD009,1,7500,7500
2025-11-07,BLR01,MOD009,1,7500,7500
2025-11-09,BLR01,MOD009,1,7500,7500
2025-11-11,BLR01,MOD009,1,7500,7500
2025-11-12,BLR01,MOD009,2,7500,15000
2025-11-14,BLR01,MOD009,1,7500,7500
2025-11-15,BLR01,MOD009,2,7500,15000
2025-11-19,BLR01,MOD009,1,7500,7500
2025-11-25,BLR01,MOD009,1,7500,7500
2025-11-26,BLR01,MOD009,1,7500,7500
2025-12-04,BLR01,MOD009,1,7500,7500
2025-12-05,BLR01,MOD009,1,7500,7500
2026-01-04,BLR01,MOD009,1,7500,7500
2026-01-14,BLR01,MOD009,1,7500,7500
2026-01-17,BLR01,MOD009,1,7500,7500
2026-01-20,BLR01,MOD009,1,7500,7500
2026-02-03,BLR01,MOD009,2,7500,15000
2026-02-22,BLR01,MOD009,1,7500,7500
2026-02-28,BLR01,MOD009,1,7500,7500
2026-03-04,BLR01,MOD009,1,7500,7500
2026-03-09,BLR01,MOD009,1,7500,7500
2026-03-11,BLR01,MOD009,1,7500,7500
2026-03-14,BLR01,MOD009,1,7500,7500
2026-03-18,BLR01,MOD009,1,7500,7500
2026-04-02,BLR01,MOD009,1,7500,7500
2026-04-13,BLR01,MOD009,1,7500,7500
2026-04-20,BLR01,MOD009,1,7500,7500
2026-04-22,BLR01,MOD009,1,7500,7500
2026-04-29,BLR01,MOD009,1,7500,7500
2026-05-02,BLR01,MOD009,1,7500,7500
2026-05-10,BLR01,MOD009,1,7500,7500
2026-05-14,BLR01,MOD009,1,7500,7500
2026-05-19,BLR01,MOD009,1,7500,7500
2026-05-30,BLR01,MOD009,1,7500,7500
2026-06-04,BLR01,MOD009,2,7500,15000
2026-06-13,BLR01,MOD009,1,7500,7500
2026-06-14,BLR01,MOD009,1,7500,7500
2026-06-28,BLR01,MOD009,1,7500,7500
2026-07-11,BLR01,MOD009,1,7500,7500
2026-07-12,BLR01,MOD009,1,7500,7500
2026-07-23,BLR01,MOD009,1,7500,7500
2025-10-29,BLR01,MOD010,1,8000,8000
2025-10-31,BLR01,MOD010,3,8000,24000
2025-11-02,BLR01,MOD010,3,8000,24000
2025-11-04,BLR01,MOD010,1,8000,8000
2025-11-06,BLR01,MOD010,2,8000,16000
2025-11-08,BLR01,MOD010,3,8000,24000
2025-11-09,BLR01,MOD010,2,8000,16000
2025-11-11,BLR01,MOD010,2,8000,16000
2025-11-12,BLR01,MOD010,1,8000,8000
2025-11-13,BLR01,MOD010,1,8000,8000
2025-11-14,BLR01,MOD010,3,8000,24000
2025-11-15,BLR01,MOD010,1,8000,8000
2025-11-20,BLR01,MOD010,1,8000,8000
2025-11-29,BLR01,MOD010,1,8000,8000
2025-12-07,BLR01,MOD010,1,8000,8000
2025-12-09,BLR01,MOD010,1,8000,8000
